name,Age,Team & Contract,ID,Best position,Value(Euros),Wage(K),Release clause(euros in millions),Height,Weight,foot,Best overall,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace
C. Dagba RB,24,"Auxerre
Jun 30, 2024 On loan",241497,RB,1.8,23000,0,"170cm / 5'7""",62kg / 137lbs,Right,69,275,66-2,46-2,54,70,39,305,67,62-1,41,65,70-1,375,73-2,70-2,81,65-1,86,288,66-1,58-1,60-2,49,55-3,314,68,68,69,65,44,70,205,67-1,70,68-2,44,7,6,9,11,11,1806,383,1,71,53,66,70,67
P. Gueye CM CDM,24,"Olympique de Marseille
2020 ~ 2024",241707,CDM,7.5,29000,14.8,"189cm / 6'2""",79kg / 174lbs,Left,78,299,58,56,61,79,45,311,72,46,39,78,76,305,60,64,54,75,52,360,73,73,74,78,62,339,75,78,68,76,42,72,221,73,78,70,62,12,12,12,14,12,1897,413,1,62,60,70,71,74
M. McKenzie CB,24,"Genk
2021 ~ 2025",242195,CB,6000000,12000,9.5,"184cm / 6'0""",83kg / 183lbs,Right,76,231,25,37,69,72,28,243,59,26,24,68,66,370,79,82,70,72,67,312,34,84,75,79,40,254,74,73,40,37,30,69,223,72,76,75,51,9,11,10,11,10,1684,381,2,81,36,50,64,73
J. Sands CDM CM CB,22,"New York City
2017 ~ 2027",242214,CDM,2.6,5000,4000000,"186cm / 6'1""",73kg / 161lbs,Right,72,278,46,55,67,72,38,283,65,38,40,69,71,298,48,54,58,72,66,311,53,74,74,70,40,295,74,71,49,64,37,60,205,68,69,68,41,10,7,7,12,5,1711,369,1,51,50,61,66,69
A. Irving CM CAM,23,"Austria Klagenfurt
Jun 30, 2024 On loan",242271,CM,2.8,32000,0,"190cm / 6'3""",78kg / 172lbs,Left,73,338,68,71+1,62+2,73+3,64,352,72,66,71,70+1,73,310,60,55,63+3,62,70,362,72,71,76,73,70+1,346,67,64+1,68,74,73+1,67+2,187,63,63+2,61,60,10,15,12,10,13,1955,405,1,57,71,71,71,63
D. Kelly RM LM RW,27,"Derry City
2023 ~ 2025",242638,RM,350000,750,543000,"183cm / 6'0""",60kg / 132lbs,Right,61,263,57,53,52,56,45,258,63,48,35,50,62,331,75,80,62,61,53,246,55,53,53-8,44,41,256,53,45,53,51,54,55,108,42,35,31,53,11,9,13,8,12,1515,333,1,78,51,53,62,40
A. Saelemaekers RM RW LM,24,"Bologna
Jun 30, 2024 On loan",242664,RM,20000000,52000,0,"180cm / 5'11""",72kg / 159lbs,Right,79,335,80,68,45,77,65,375,81,76,67,70,81,401,82,79,87,76,77,343,64,66,80,59,74,322,68,65,74,71,44,74,195,68,66,61,48,9,6,9,12,12,2019,433,1,80,67,75,81,64
F. Dahmen GK,25,"FC Augsburg
2023 ~ 2026",242818,GK,6000000,18000,11.3,"188cm / 6'2""",80kg / 176lbs,Right,75,81,14,8,12,42,5,117,25,13,12,37,30,271,47,43,52,73,56,206,59,58,31,52,6,107,20,13,9,54,11,33,42,19,12,11,372,74,70,78,72,78,1196,417,1,74,70,78,78,45
K. Nakamura LW LM,22,"Stade de Reims 
2023 ~ 2028",242914,CAM,7000000,20000,15.4,"180cm / 5'11""",75kg / 165lbs,Right,76,337,69,74,52,73,69,369,78,78,70,67,76,371,78,76,78,69,70,369,77,70,81,66,75,307,61,41,73,73,59,74,114,38,41,35,50,7,13,15,8,7,1917,408,1,77,74,71,76,41
D. Afolayan RW CF LW,25,"St. Pauli
2023 ~ 2026",242946,RW,2.2,13000,3.7,"180cm / 5'11""",70kg / 154lbs,Right,71,308,63,69,55,67,54,319,74,59,56,61,69,382,83,79,77,69,74,354,67,73,81,62,71,302,76,40,68,64,54,68,140,50,50,40,56,10,11,10,11,14,1861,402,1,81,67,64,72,48
M. Kovář GK,23,"Bayer 04 Leverkusen
2023 ~ 2027",242948,GK,13000000,27000,24.7,"196cm / 6'5""",88kg / 194lbs,Right,76,88,15,9,11,43,10,145,22,27,11,50,35,184,26,37,31,68,22,202,59,54,28,55,6,125,28,18,7,57,15,61,36,12,14,10,381,74,75,78,78,76,1161,411,1,74,75,78,76,30
A. Cicâldău CAM CM,25,"Konyaspor
Jun 30, 2024 On loan",243001,CAM,2000000,20000,0,"178cm / 5'10""",76kg / 168lbs,Right,72,313,69,64,50,73,57,360,69,73,75,71,72,343,66,63,69,64,81,346,74,62,76,61,73,353,74,62,70,70,77,73,179,61,64,54,51,5,8,14,10,14,1945,400,1,64,68,71,70,60
Hugo Duro ST LM,23,"Valencia
2022 ~ 2026",243032,ST,15.5,32000,33.7,"177cm / 5'10""",70kg / 154lbs,Left,79,372,66,81,80,71,74,318,74,52,51,66,75,357,72,74,69,73,69,381,76,85,75,73,72,327,60,50,80,68,69,74,124,44,40,40,57,8,14,6,14,15,1936,410,1,73,77,67,74,47
Rafael Camacho RW LW,23,"Sporting CP
2019 ~ 2024",243055,CAM,1.5,5000,3.1,"175cm / 5'9""",65kg / 143lbs,Right,69,293,64,60,48,65,56,312,70,68,47,60,67,364,78,73,72,68,73,307,68,63,65,56,55,284,43,50,67,68,56,71,166,54,60,52,50,9,14,7,6,14,1776,379,1,75,61,64,69,54
N. Williams RB RWB,22,"Nottingham Forest
2022 ~ 2026",243057,RB,6.5,39000,13.7,"183cm / 6'0""",72kg / 159lbs,Right,74,280,74,43,54,73,36,327,73,58,55,68,73,366,74,75,73,71,73,294,55,65,74,57,43,293,66,72,52,58,45,67,212,69,74,69,57,10,11,7,14,15,1829,395,1,75,46,68,73,70
C. Montes CB,26,"Almería
2023 ~ 2028",229980,CB,12000000,25000,26.1,"191cm / 6'3""",84kg / 185lbs,Right,79,277,41,48,82,73,33,302,63,62,35,74,68,318,62,54,75,76,51,334,55,86,77,81,35,323,78,76,56,65,48,74,230,77,78,75,42,9,10,5,5,13,1826,390,1,58,46,63,66,77
J. Aidoo CB,27,"Celta de Vigo
2019 ~ 2026",230021,CB,15000000,24000,32.6,"181cm / 5'11""",80kg / 176lbs,Right,80,222,34,18,77,72,21,195,35,24,28,50,58,357,69,79,68,73,68,334,50,89,81,91,23,247,87,81,25,23,31,63,228,74,78,76,45,11,6,9,13,6,1628,364,1,75,27,47,50,77
Rosival Dourado CDM CM CAM,23,"Corinthians
2023 ~ 2026",230258,CDM,26.5,31000,50.4,"175cm / 5'9""",70kg / 154lbs,Right,81,323,61,53,70,82,57,342,77,54,57,78,76,382,75,78,72,80,77,338,60,72,91,56,59,369,75,82,58,77,77,81,249,83,86,80,62,15,14,14,10,9,2065,436,1,77,57,74,77,82
Adriano Bisesi ST CF,31,"Bragantino
2023 ~ 2026",230294,ST,22000000,27000,41.8,"188cm / 6'2""",83kg / 183lbs,Right,81,379,56,85,83,73,82,322,75,59,67,47,74,347,74,82,60,84,47,391,85,90,52,82,82,315,65,32,83,58,77,79,77,26,27,24,78,8,11,20,19,20,1909,401,1,78,84,62,72,33
Oswaldinato ST,31,"Flamengo
2023 ~ 2026",230430,ST,22000000,54000,39.6,"184cm / 6'0""",79kg / 174lbs,Right,81,378,68,85,82,71,72,323,78,59,49,60,77,376,77,76,75,82,66,407,79,93,72,87,76,315,62,11,85,70,87,78,44,15,11,18,43,9,12,7,8,7,1886,400,1,76,81,67,77,20
Cryzan ST LM,26,"Shandong Taishan
2022 ~ 2024",230601,ST,9000000,24000,14.6,"191cm / 6'3""",85kg / 187lbs,Right,77,359,66,78,73,72,70,342,76,67,57,68,74,379,81,80,80,68,70,396,78,90,75,83,70,309,73,19,77,70,70,75,57,20,21,16,54,10,5,10,15,14,1896,404,1,80,76,69,75,25
G. Donnarumma GK,24,"Paris Saint Germain
2021 ~ 2026",230621,GK,85000000,90000,163.6,"196cm / 6'5""",90kg / 198lbs,Right,87,80,12,12,12,36,8,118,28,12,14,34,30,281,50,55,57,81,38,259,55,72,39,75,18,154,30,26,14,60,24,65,50,20,14,16,416,90,81,73,83,89,1358,468,3,90,81,73,89,52
A. Pattison CM RM CAM,25,"Bradford City
2023 ~ 2026",230812,RM,625000,4000,1.1,"173cm / 5'8""",70kg / 154lbs,Right,67,278,55,60,54,64,45,294,62,55,53,62,62,393,82,81,84,62,84,352,60,82,82,68,60,305,62,62,59,62,60,63,173,55,60,58,48,11,6,9,8,14,1843,395,1,81,59,61,65,58
Pedro Pereira RWB RM RB,25,"Monza
2022 ~ 2025",230824,RWB,3.7,31000,6.6,"185cm / 6'1""",72kg / 159lbs,Right,73,276,68,35,66,70,37,300,70,57,35,66,72,370,73,77,76,70,74,290,44,72,79,61,34,307,61,67,68,63,48,71,211,65,74,72,48,10,6,9,11,12,1802,385,1,75,39,65,71,69
Unai Simón GK,26,"Athletic Club
2015 ~ 2025",230869,GK,47.5,38000,103.3,"190cm / 6'3""",89kg / 196lbs,Right,85,103,16,14,18,38,17,96,12,20,14,34,16,262,48,50,37,80,47,264,57,74,44,76,13,141,29,26,14,48,24,46,41,11,18,12,413,85,81,76,85,86,1320,462,3,85,81,76,86,49
Á. Nagy CM CDM,28,"Spezia
Jun 30, 2024 On loan",230936,RWB,1.6,4000,0,"178cm / 5'10""",70kg / 154lbs,Right,71,314,69,48,54,75,68,344,71,69,62,71,71,370,69,68,81,71,81,308,58,61,76,55,58,326,65,73,64,66,58,74,205,69,70,66,47,10,7,6,10,14,1914,396,1,68,54,70,73,68
G. Osho CB,24,"Luton Town
2020 ~ 2024",231185,CB,3000000,19000,6.6,"185cm / 6'1""",70kg / 154lbs,Right,72,249,56,24,70,65,34,246,62,34,24,61,65,332,70,73,60,66,63,289,42,79,70,77,21,267,68,68,44,41,46,59,209,70,71,68,50,9,6,14,15,6,1642,363,1,72,30,54,63,70
Aitor RM LM,27,"Panathinaikos
2020 ~ 2025",231433,RM,6000000,900,12.6,"177cm / 5'10""",67kg / 148lbs,Left,75,327,73,76,42,72,64,363,75,80,74,61,73,388,82,83,80,68,75,309,66,59,70,50,64,306,53,32,74,72,75,66,76,30,24,22,57,11,14,14,10,8,1826,384,1,83,71,71,74,29
M. Browne LM RM CAM,25,"Oxford United
2022 ~ 2024",231442,RW,850000,3000,1.6,"179cm / 5'10""",74kg / 163lbs,Right,66,264,60,60,32,62,50,316,68,62,64,57,65,374,82,83,78,54,77,295,61,61,47,65,61,272,68,25,62,62,55,60,80,33,26,21,58,12,15,10,11,10,1659,360,1,83,60,61,67,28
L. Kleinheisler CAM CM,29,"Hajduk Split
2023 ~ 2026",231493,CAM,1.8,750,4000000,"173cm / 5'8""",70kg / 154lbs,Right,71,298,65,66,44,71,52,344,74,72,61,67,70,389,78,71,85,72,83,373,82,67,80,71,73,330,79,59,67,67,58,74,187,64,63,60,44,7,12,7,6,12,1965,421,1,74,70,68,74,60
Ontiveros LM RM ST,25,"Villarreal II
2022 ~ 2024",231640,LM,1.7,4000,2.8,"172cm / 5'8""",75kg / 165lbs,Right,69,311,76,70,32,74,59,356,70,69,72,73,72,306,59,59,57,58,73,284,69,44,53,50,68,282,43,36,68,67,68,66,100,41,32,27,43,6,8,6,11,12,1682,354,1,59,69,73,69,35
A. Lafont GK,24,"Nantes
2021 ~ 2027",231691,GK,11000000,15000,22.8,"196cm / 6'5""",90kg / 198lbs,Right,77,95,13,6,13,54,9,100,14,13,12,51,10,277,48,45,60,71,53,238,52,67,40,70,9,107,20,11,4,56,16,61,46,20,14,12,375,77,72,69,76,81,1238,422,2,77,72,69,81,47
A. Šporar ST,29,"Panathinaikos
2022 ~ 2026",231786,ST,2.3,750,4.8,"186cm / 6'1""",82kg / 181lbs,Right,72,352,68,72,70,69,73,309,68,64,49,56,72,360,73,76,75,70,66,368,75,79,70,75,69,269,42,11,75,67,74,68,44,15,11,18,43,9,12,7,8,7,1745,368,1,75,72,65,70,19
Q. Boisgard LM CM,26,"Lorient
2020 ~ 2024",231848,LM,1.3,9000,2.6,"174cm / 5'9""",75kg / 165lbs,Right,68,311,67,62,50,72,60,341,70,64,69,70,68,311,59,52,65,63,72,325,61,62,73,69,60,318,61,53,66,69,69,66,169,54,62,53,42,13,5,8,9,7,1817,379,1,55,62,70,68,56
M. van Bergen RM LM,23,"FC Twente
2023 ~ 2027",231864,RM,2.2,6000,3.5,"170cm / 5'7""",62kg / 137lbs,Right,71,292,66,60,34,66,66,313,69,68,54,53,69,402,86,89,84,66,77,297,64,54,67,46,66,267,54,23,64,66,60,65,79,35,21,23,56,7,14,13,11,11,1706,366,1,88,63,64,71,27
Joni Montiel CAM ST CM,24,"Burgos
Jun 30, 2024 On loan",231873,CAM,6.5,16000,0,"174cm / 5'9""",80kg / 176lbs,Left,76,330,71,76,45,76,62,380,77,76,78,74,75,374,75,66,82,69,82,335,82,58,66,52,77,324,59,48,66,75,76,73,149,55,48,46,47,10,12,10,9,6,1939,405,1,70,76,75,77,50
A. Harit CM CAM,26,"Olympique de Marseille
2022 ~ 2027",232097,CAM,9000000,35000,17.8,"180cm / 5'11""",67kg / 148lbs,Right,78,322,69,63,55,76,59,377,83,75,66,73,80,391,80,75,81,82,73,314,64,63,74,46,67,358,64,68,75,78,73,76,168,58,62,48,57,15,13,10,13,6,1987,414,2,77,65,74,81,60
M. Grujić CM CDM,27,"Porto
2020 ~ 2026",232099,CM,8000000,14000,16000000,"191cm / 6'3""",88kg / 194lbs,Right,76,351,62,72,78,77,62,348,78,65,51,75,79,318,56,64,67,75,56,389,76,83,80,83,67,361,78,74,75,77,57,80,217,71,76,70,56,9,14,8,12,13,2040,434,1,60,71,72,76,74
D. James RM LM ST,25,"Leeds United
2021 ~ 2026",232104,RM,6.5,38000,12.8,"171cm / 5'7""",63kg / 139lbs,Right,75,321,73,72,50,68,58,331,72,73,54,58,74,428,94,93,83,76,82,332,73,68,74,52,65,324,79,42,74,65,64,65,131,52,45,34,48,7,6,11,15,9,1915,413,1,93,70,66,74,46
S. Ascacíbar CM CDM,26,"Estudiantes
2023 ~ 2026",232244,CM,9000000,16000,14.2,"169cm / 5'7""",68kg / 150lbs,Right,77,340,60,67,57,84,72,326,72,52,55,70,77,382,74,64,81,75,88,370,77,74,90,57,72,359,87,71,74,74,53,72,227,75,77,75,44,6,10,5,14,9,2048,431,1,69,70,72,75,73
M. Travers GK,24,"AFC Bournemouth
2016 ~ 2027",232284,GK,3.5,22000,6.9,"191cm / 6'3""",82kg / 181lbs,Right,73,108,16,14,15,50,13,104,13,14,14,44,19,234,41,38,39,69,47,217,53,61,30,60,13,112,23,13,11,47,18,47,43,14,15,14,361,73,69,70,73,76,1179,401,1,73,69,70,76,40
Wesley ST,26,"Stoke City
2023 ~ 2024",232381,ST,1.3,13000,2.5,"191cm / 6'3""",93kg / 205lbs,Right,68,326,58,62,71,69,66,303,62,57,49,67,68,288,53,72,54,64,45,379,74,82,71,91,61,325,83,37,70,69,66,70,87,35,37,15,53,12,13,14,8,6,1761,378,1,63,65,65,63,38
K. Kairinen CM CDM,24,"Sparta Praha
2023 ~ 2028",232446,CM,10.5,1000,23.9,"185cm / 6'1""",74kg / 163lbs,Left,78,331,74,57,64,81,55,359,75,59,69,79,77,345,66,63,71,76,69,364,71,73,80,72,68,354,67,73,66,80,68,79,200,67,70,63,52,14,12,9,9,8,2005,420,1,64,63,77,75,68
R. Doan RM CAM,25,"SC Freiburg
2022 ~ 2026",232639,RM,12.5,27000,22.2,"172cm / 5'8""",70kg / 154lbs,Left,77,316,72,65,45,75,59,376,83,75,68,68,82,417,84,78,89,73,93,330,62,66,77,59,66,291,41,44,72,76,58,74,117,39,36,42,46,8,5,6,13,14,1893,401,2,81,64,73,83,40
D. Doekhi CB,25,"FC Union Berlin
2022 ~ 2026",232658,CB,15.5,32000,27.5,"190cm / 6'3""",86kg / 190lbs,Right,80,277,46,39,83,70,39,265,60,39,29,68,69,324,57,69,64,76,58,341,61,86,77,86,31,290,76,75,49,57,33,75,232,79,79,74,55,9,9,10,13,14,1784,390,1,64,42,59,65,78
S. Singh CAM RM LM,24,"Hansa Rostock
2023 ~ 2026",232669,CAM,1.3,5000,2.1,"177cm / 5'10""",70kg / 154lbs,Left,69,300,65,63,44,68,60,337,70,70,63,65,69,361,76,61,80,63,81,297,65,55,63,51,63,306,61,51,59,71,64,61,139,51,47,41,48,14,6,12,8,8,1788,372,1,68,63,67,70,48
A. Dozzell CM CDM,24,"Birmingham City
Jun 30, 2024 On loan",233276,CM,1.8,7000,0,"182cm / 6'0""",64kg / 141lbs,Left,70,300,63,60,54,71,52,323,66,58,61,68,70,368,73,69,82,61,83,337,68,64,86,57,62,302,56,61,64,68,53,67,187,64,63,60,52,12,12,14,8,6,1869,394,1,71,61,67,69,62
R. Kristensen RB RWB CB,25,"Roma
Jun 30, 2024 On loan",233301,RB,8000000,36000,0,"187cm / 6'2""",70kg / 154lbs,Right,76,334,74,60,73,68,59,328,72,64,56,64,72,345,67,77,62,75,64,383,75,80,85,76,67,342,74,73,71,66,58,73,225,73,78,74,44,10,9,9,6,10,2001,429,1,73,65,67,71,75
L. Sinisterra LM RM,24,"AFC Bournemouth
2024 ~ 2028",233500,CAM,20000000,44000,39.5,"172cm / 5'8""",60kg / 132lbs,Right,80,358,68,73,69,75,73,343,85,64,48,65,81,433,92,87,93,74,87,349,73,78,70,56,72,310,56,50,76,73,55,77,151,56,48,47,59,15,13,9,13,9,2003,429,1,89,72,70,84,53
T. Chong RM CM CF,23,"Luton Town
2023 ~ 2027",233510,LM,3.5,28000,7.3,"185cm / 6'1""",75kg / 165lbs,Left,73,316,70,65+2,53,69,59,341,75+1,68,62,64,72+1,360,79,83,74,66+2,58,325,70,67,69,59,60,294,65,42,68+1,68,51,72+3,150,48,57,45,53,13,7,14,8,11,1839,399,1,81,64,68,73,50
A. Ndiaye LM ST RM,26,"Real Valladolid
Jun 30, 2024 On loan",233631,RW,3.3,20000,0,"173cm / 5'8""",70kg / 154lbs,Right,74,344,64,72+2,65,70,73+1,347,77,70+1,65,61,74+2,399,91-2,89,82,65,72,338,75,80,58,62,63+3,307,73,41,71+2,66,56,74,141,41,58,42,44,6,7,14,8,9,1920,415,1,90,70,66,76,49
D. Kasumu CDM CM RWB,23,"Huddersfield Town
2022 ~ 2025",233938,CDM,1.4,3000,2.7,"180cm / 5'11""",70kg / 154lbs,Right,68,266,54,46,58,66,42,290,65,53,44,61,67,373,79,75,79,65,75,342,55,80,79,76,52,309,75,66,58,62,48,62,188,61,65,62,60,12,10,11,14,13,1828,394,1,77,50,60,67,63
Carlos Soler CM,26,"Paris Saint Germain
2022 ~ 2027",234153,CAM,16.5,71000,31.8,"180cm / 5'11""",76kg / 168lbs,Right,79,355,77,75,56,81,66,393,79,80,76,78,80,376,76,75,75,77,73,372,77,73,78,69,75,378,65,74,77,80,82,76,210,67,75,68,51,6,14,7,13,11,2135,448,2,75,75,79,78,70
R. McCrorie RB RWB CB,25,"Bristol City
2023 ~ 2026",234229,CB,1.9,16000,3.8,"187cm / 6'2""",80kg / 176lbs,Right,72,271,55,52,66,68,30,306,70,50,56,64,66,357,74,81,67,65,70,363,57,81,89,80,56,309,82,65,57,58,47,69,200,66,69,65,43,10,5,11,10,7,1849,410,1,78,53,61,68,67
N. Alho RB RWB RM,30,"Finland
Free",234298,RB,0,0,0,"172cm / 5'8""",72kg / 159lbs,Right,67,284,66,55,49,63,51,320,65,64,64,60,67,367,81,80,73,61,72,338,62,69,80,66,61,285,54,60,60,59,52,57,177,58,59,60,58,15,6,14,9,14,1829,391,1,80,58,62,66,58
M. Maolida ST LW,24,"Hibernian
Jun 30, 2024 On loan",234333,CAM,2.1,7000,0,"181cm / 5'11""",78kg / 172lbs,Right,72,315,56,67,61,69,62,312,75,66,41,57,73,371,78,72,79,68,74,332,69,75,60,64,64,259,39,24,70,65,61,66,59,21,17,21,47,9,10,7,13,8,1695,360,1,75,66,62,74,24
E. Reynoso CAM LM,27,"Minnesota United
2020 ~ 2025",234468,CAM,18.5,12000,26.8,"176cm / 5'9""",67kg / 148lbs,Left,79,324,71,65,59,81,48,388,81,73,77,77,80,368,77,56,84,78,73,345,70,72,68,64,71,358,71,60,83,83,61,80,173,62,57,54,41,7,11,9,5,9,1997,416,2,65,67,78,80,59
J. Ikoné RW RM,25,"Fiorentina
2022 ~ 2026",234612,LM,12.5,51000,22.2,"175cm / 5'9""",73kg / 161lbs,Left,78,308,73,64,39,73,59,378,85,78,72,64,79,426,90,89,92,73,82,329,73,62,72,54,68,317,65,34,72,76,70,76,104,32,36,36,52,9,8,13,8,14,1914,407,3,89,67,72,83,35
T. Hübers CB,26,"FC Köln
2021 ~ 2026",234727,CB,6000000,23000,11.3,"190cm / 6'3""",82kg / 181lbs,Right,77,250,40,36,72,67,35,259,56,38,39,65,61,345,77,75,60,76,57,322,51,86,67,78,40,286,74,77,42,53,40,66,226,74,76,76,61,14,11,14,9,13,1749,381,2,76,40,56,59,75
V. Rosier RB,26,"Nice
Jun 30, 2024 On loan",234730,RB,6000000,22000,0,"175cm / 5'9""",75kg / 165lbs,Right,75,297,73,45,63,69,47,330,75,71,45,64,75,405,83-1,83-1,84,70-3,85,344,64,74,78-4,74,54,321,78,71-1,65,65,42,72-2,217,72-1,74,71-2,50,8,13,10,10,9,1964,425,1,83,52,67,76,71
H. Barnes LW LM,25,"Newcastle United
2023 ~ 2028",234742,CAM,25000000,115000,49.4,"185cm / 6'1""",72kg / 159lbs,Right,81,342,72,78,46,78,68,377,81,76,69,69,82,407,84,85,78,83,77,378,82,72,74,72,78,311,53,43,81,80,54,77,127,44,43,40,40,6,5,11,8,10,1982,430,2,85,77,75,81,43
N. Schmidt CM CAM,25,"Toulouse
2023 ~ 2027",235022,CAM,3.1,16000,6.4,"184cm / 6'0""",89kg / 196lbs,Right,74,316,73,64,48,75,56,366,76,70,71,72,77,327,57,67,62,70,71,357,82,63,60,75,77,307,53,55,65,75,59,65,191,59,67,65,48,6,11,14,7,10,1912,407,1,63,70,74,74,60
I. Sarr RM LM RW,25,"Olympique de Marseille
2023 ~ 2028",235353,RM,9000000,34000,17.8,"185cm / 6'1""",76kg / 168lbs,Right,76,332,68,75,44,69,76,353,81,78,60,57,77,406,88,93,78,73,74,375,82,71,73,71,78,275,57,17,72,66,63,76,62,25,16,21,49,14,13,7,6,9,1852,403,1,91,76,66,79,22
R. Ache ST,24,"Kaiserslautern
2023 ~ 2026",235360,ST,3.4,11000,5.5,"183cm / 6'0""",81kg / 179lbs,Right,74,306,41,71,78,60,56,265,69,47,36,45,68,372,81,90,67,65,69,376,74,94,66,81,61,270,68,17,71,54,60,69,72,31,19,22,48,6,12,8,12,10,1709,376,1,86,68,51,68,28
R. Majecki GK,23,"Monaco
2020 ~ 2028",235413,GK,11000000,25000,23.1,"193cm / 6'4""",78kg / 172lbs,Right,75,91,12,19,12,29,19,93,27,10,13,15,28,203,29,34,39,72,29,209,51,58,23,61,16,129,41,23,11,41,13,43,57,8,24,25,367,76,73,68,73,77,1149,398,1,76,73,68,77,31
Domingos Quina LW CM CAM,23,"Vizela
Jun 30, 2024 On loan",235450,CAM,1.5,6000,0,"173cm / 5'8""",66kg / 146lbs,Right,70,280,56,65,34,71,54,324,71,63,50,68,72,356,69,67,76,62,82,273,73,38,58,34,70,292,69,46,63,66,48,62,136,44,47,45,49,12,11,8,12,6,1710,361,1,68,66,65,71,44
M. Sarr CB LB,24,"Chelsea
2020 ~ 2025",235454,CB,3.7,52000,7.3,"183cm / 6'0""",75kg / 165lbs,Left,75,304,68,53,72,74,37,310,61,60,59,65,65,340,64,68,67,71,70,324,66,80,60,78,40,308,68,74,59,63,44,75,222,73,75,74,49,6,9,14,12,8,1857,396,1,66,52,68,64,74
Y. Diouf GK,23,"Stade de Reims 
2019 ~ 2027",235633,GK,13000000,15000,27000000,"184cm / 6'0""",74kg / 163lbs,Right,77,77,13,8,14,35,7,89,13,12,13,30,21,236,45,44,35,74,38,232,54,64,44,62,8,99,26,15,6,41,11,46,40,13,11,16,376,77,74,72,75,78,1149,421,1,77,74,72,78,45
R. Yates CDM CM,25,"Nottingham Forest
2016 ~ 2025",235642,CB,7000000,46000,13.8,"190cm / 6'3""",77kg / 170lbs,Right,77,308,47,60,77,74,50,278,64,43,34,68,69,305,50,68,65,68,54,368,61,80,90,81,56,338,86,76,58,63,55,65,217,74,73,70,41,10,8,6,6,11,1855,404,1,60,59,62,65,74
23 Lucas Veríssimo CB,26,"Benfica
2021 ~ 2026",235688,CB,8.5,12000,17.6,"188cm / 6'2""",84kg / 185lbs,Right,78,243,35,30,80,70,28,258,59,31,32,69,67,345,79,80,57,73,56,335,59,80,69,82,45,278,77,76,25,56,44,73,226,78,76,72,58,6,15,15,12,10,1743,392,1,80,39,56,62,77
B. Özcan CM CDM ST,25,"İstanbul Başakşehir
2020 ~ 2027",235717,CAM,3.1,17000,6.4,"178cm / 5'10""",72kg / 159lbs,Right,74,302,67,64,43,75,53,359,75,73,62,73,76,359,72,68,74,70,75,338,68,62,74,69,65,319,59,60,68,74,58,72,159,54,58,47,60,11,12,11,13,13,1896,404,1,70,64,72,75,55
A. Pinamonti ST,24,"Sassuolo
2022 ~ 2027",235842,ST,6000000,15000,10.7,"188cm / 6'2""",72kg / 159lbs,Right,76,337,48,76,75,64,74,306,70,65,54,42,75,364,74,74,69,73,74,392,79,84,81,75,73,270,55,16,76,45,78,62,69,15,30,24,57,14,10,15,7,11,1795,374,1,74,76,53,71,27
Fran Beltrán CDM CM,24,"Celta de Vigo
2018 ~ 2026",235997,CDM,18.5,20000,40.2,"165cm / 5'5""",64kg / 141lbs,Right,79,323,72,53,60,83,55,340,74,54,55,81,76,346,61,56,77,74,78,317,61,66,67,63,60,335,70,75,63,78,49,66,238,77,80,81,55,14,11,8,13,9,1954,408,1,58,56,77,75,76
Y. Valery RB CB,24,"Angers SCO
2022 ~ 2026",236316,CB,2.4,5000,4.5,"185cm / 6'1""",85kg / 187lbs,Right,72,278,67,42,68,67,34,293,68,55,41,63,66,335,68,64,65,71,67,342,67,73,69,70,63,302,73,70,59,59,41,69,209,69,72,68,58,12,14,7,11,14,1817,389,1,66,52,63,67,70
T. O'Connor CB CDM CM,24,"Wrexham
2022 ~ 2025",236319,CB,575000,3000,1000000,"186cm / 6'1""",77kg / 170lbs,Left,65,283,62,52,61,62,46,305,59,65,58,63,60,318,64,68,57,61,68,353,64,78,74,70,67,301,71,60,57,59,54,56,178,59,61,58,44,8,8,12,9,7,1782,377,1,66,57,62,60,60
M. Zaccagni LW,28,"Lazio
2021 ~ 2025",220502,LW,30.5,73000,51.9,"177cm / 5'10""",63kg / 139lbs,Right,82,369,72,79,66,78,74,368,89,67,51,75,86,434,89,85,92,81,87,373,78,79,77,63,76,336,61,58,79,77,61,83,165,55,58,52,58,13,16,14,8,7,2103,450,1,87,77,74,88,57
L. Venuti RB,28,"Lecce
2023 ~ 2025",220509,RB,1.7,11000,3.1,"176cm / 5'9""",66kg / 146lbs,Right,71,256,73,24,58,67,34,280,62,62,26,60,70,353,74,67,71,66,75,253,28,67,77,56,25,252,68,70,44,48,22,65,203,66,67,70,42,8,6,8,8,12,1639,354,1,70,26,61,66,67
